X,Y,fid,id,Everkstolp,icon_url
6.40083484420295,60.3669490717128,1,,E,./0.png
6.4018671023898,60.3667878905511,2,,E,./0.png
6.40316735185607,60.3666087214429,3,,E,./0.png
6.40376245530045,60.3664926692904,4,,E,./0.png
6.4047293826188,60.3663606576653,5,,E,./0.png
6.40557985246646,60.366237973836,6,,E,./0.png
6.40609394479161,60.3661827152684,7,,E,./0.png
6.40726506865276,60.3660611962185,8,,E,./0.png
6.4080567290743,60.3659779725009,9,,E,./0.png
6.40888044271082,60.3658968193685,10,,E,./0.png
6.40964109797872,60.3658166092616,11,,E,./0.png
6.41037625700069,60.3657438777756,12,,E,./0.png
6.41111000795374,60.3656703894642,13,,E,./0.png
6.41133869068223,60.3658801273275,14,,E,./0.png
6.41164219198487,60.3661529793604,15,,E,./0.png
6.41212903647825,60.3655640022881,16,,E,./0.png
6.40629477356853,60.3642737615052,17,,E,./0.png
6.40733440528579,60.3643593178155,18,,E,./0.png
6.4084199902524,60.3644472121577,19,,E,./0.png
6.40895839808414,60.3644910705552,20,,E,./0.png
6.40966188414758,60.3645033229995,21,,E,./0.png
6.41054752753806,60.3645270977386,22,,E,./0.png
6.41121746576625,60.3647222136992,23,,E,./0.png
6.41171484683715,60.3648864031876,24,,E,./0.png
6.41213896455349,60.3650049161665,25,,E,./0.png
6.41278523754105,60.3652031904669,26,,E,./0.png
6.41315987308362,60.3653178359386,27,,E,./0.png
6.4135728232166,60.3653926033337,28,,E,./0.png
6.41310653826645,60.3654640536404,29,,E,./0.png
6.41321973898126,60.3658927872172,30,,E,./0.png
6.41326760641202,60.3660649112355,31,,E,./0.png
6.41335811332254,60.366373513201,32,,E,./0.png
6.41347970803228,60.3667980573025,33,,E,./0.png
6.41403593671529,60.3653334214551,34,,E,./0.png
6.41473947334689,60.3653267875097,35,,E,./0.png
6.41537099164476,60.3657670436391,36,,E,./0.png
6.41644053096402,60.3659474101155,37,,E,./0.png
6.41745003622772,60.3660352026308,38,,E,./0.png
6.41822078975508,60.366114000786,39,,E,./0.png
6.41898053553054,60.3661838761015,40,,E,./0.png
6.41332061710878,60.3673636724431,41,,E,./0.png
6.41322417036597,60.3677302969758,42,,E,./0.png
6.41442682838997,60.3679596929688,43,,E,./0.png
6.41528945033147,60.3681273406229,44,,E,./0.png
6.41600474335793,60.3682689078837,45,,E,./0.png
6.41600474335793,60.3682689078837,46,,E,./0.png
6.41700055499602,60.3684565410625,47,,E,./0.png
6.41803079047358,60.3686535395705,48,,E,./0.png
6.41803079047358,60.3686535395705,49,,E,./0.png
6.41839475665939,60.3687186356785,50,,E,./0.png
6.41905565706879,60.368992602649,51,,E,./0.png
6.43773144417213,60.3686747084424,52,,E,./0.png
6.43669627029483,60.368576421634,53,,E,./0.png
6.43262000894755,60.3688169754205,54,,E,./0.png
6.43610024694826,60.3693563111308,55,,E,./0.png
6.43521167553937,60.3692760925725,56,,E,./0.png
6.43426310426702,60.3691939645935,57,,E,./0.png
6.43333816659463,60.3691093842747,58,,E,./0.png
6.43253826586108,60.3692042057905,59,,E,./0.png
6.43213672482826,60.3693183197998,60,,E,./0.png
6.43160222254982,60.3694095544384,61,,E,./0.png
6.43141392815651,60.3694755558,62,,E,./0.png
6.43126278413922,60.3698324298332,63,,E,./0.png
6.43075470179944,60.3700344305127,64,,E,./0.png
6.43104873320785,60.3693698502802,65,,E,./0.png
6.43070904720494,60.3692936520152,66,,E,./0.png
6.43070904720494,60.3692936520152,67,,E,./0.png
6.42963081246994,60.3690726130257,68,,E,./0.png
6.42844628482482,60.3688437070384,69,,E,./0.png
6.44585312901602,60.3725884022005,70,,E,./0.png
6.44654852030156,60.3725379185647,71,,E,./0.png
6.44784613664567,60.372429349968,72,,E,./0.png
6.44887088828632,60.3723256914505,73,,E,./0.png
6.44953476981723,60.3722658834321,74,,E,./0.png
6.45039049878164,60.372187987857,75,,E,./0.png
6.45097770001244,60.3724719851789,76,,E,./0.png
6.45144761477559,60.372382336884,77,,E,./0.png
6.4522906883218,60.3721663639834,78,,E,./0.png
6.45317248518349,60.3724298794954,79,,E,./0.png
6.4533764213553,60.3722945104678,80,,E,./0.png
6.45435752588279,60.3724119411881,81,,E,./0.png
6.45533750829404,60.372521627634,82,,E,./0.png
6.45547443643151,60.3728917515786,83,,E,./0.png
6.45653983222002,60.372680004368,84,,E,./0.png
6.45747590708434,60.3729619376331,85,,E,./0.png
6.45840243151318,60.3732538369483,86,,E,./0.png
6.45925118201194,60.3737168846742,87,,E,./0.png
6.45959296495046,60.3739932534935,88,,E,./0.png
6.46049312953483,60.3740974861902,89,,E,./0.png
6.46117418652522,60.374381777731,90,,E,./0.png
6.46157945502322,60.3746709587705,91,,E,./0.png
6.46265153736779,60.3751643585749,92,,E,./0.png
6.4623139303172,60.3753610250899,93,,E,./0.png
6.47131076465551,60.3777592467734,94,,E,./0.png
6.47200135093125,60.3781495665923,95,,E,./0.png
6.47240989289051,60.3783227146826,96,,E,./0.png
6.47293233667562,60.3785386460673,97,,E,./0.png
6.47363125191948,60.3787651802198,98,,E,./0.png
6.47450508138269,60.3790603147754,99,,E,./0.png
6.47542076921338,60.379269192646,100,,E,./0.png
6.47632297060074,60.3795010202342,101,,E,./0.png
6.47706513191214,60.3796804813274,102,,E,./0.png
6.47783272758248,60.3798343068554,103,,E,./0.png
6.47793033790643,60.379936258891,104,,E,./0.png
6.47844018919324,60.3800126572409,105,,E,./0.png
6.47918870320958,60.380261862476,106,,E,./0.png
6.47958941233977,60.3803855138107,107,,E,./0.png
6.50011918969758,60.3813560310541,108,,E,./0.png
6.50081584989894,60.3817680708618,109,,E,./0.png
6.50235642452011,60.3821625841916,110,,E,./0.png
6.50150487860467,60.3821843156767,111,,E,./0.png
6.50205448335666,60.3825079937013,112,,E,./0.png
6.50170620654101,60.3827887002631,113,,E,./0.png
6.50110657465015,60.3832706899716,114,,E,./0.png
6.49997624552389,60.3834496584295,115,,E,./0.png
6.49867161083618,60.383111780155,116,,E,./0.png
6.49756154635448,60.3830647941761,117,,E,./0.png
6.49674502294083,60.3830117158532,118,,E,./0.png
6.49676026766983,60.3829101247253,119,,E,./0.png
6.49576557710799,60.3830193987115,120,,E,./0.png
6.49959984311581,60.3837719026836,121,,E,./0.png
6.49911381722057,60.3842241025694,122,,E,./0.png
6.4987055747113,60.3845791129739,123,,E,./0.png
6.49935350389974,60.3843852867793,124,,E,./0.png
6.50007553462639,60.384677395371,125,,E,./0.png
6.49982763494164,60.3850818450399,126,,E,./0.png
6.49993953005606,60.3855336753827,127,,E,./0.png
6.50008091781983,60.3859831581854,128,,E,./0.png
6.50030696911902,60.3865517407494,129,,E,./0.png
6.50048374364196,60.3869220972805,130,,E,./0.png
6.50071001309214,60.3874347562182,131,,E,./0.png
6.50333384725364,60.3942742373508,132,,E,./0.png
6.50295499200777,60.3943976955473,133,,E,./0.png
6.50228301894612,60.3945968929951,134,,E,./0.png
6.50340927305809,60.3946673498356,135,,E,./0.png
6.50352932221667,60.3950903139063,136,,E,./0.png
6.50340917201136,60.3955871117541,137,,E,./0.png
6.50451359501843,60.3956368390223,138,,E,./0.png
6.50540763063069,60.3962135811669,139,,E,./0.png
6.5057327407804,60.3967158240232,140,,E,./0.png
6.5053833650304,60.3968369403381,141,,E,./0.png
6.50436535093132,60.396960027316,142,,E,./0.png
6.5033296517954,60.3970842255896,143,,E,./0.png
6.50349663688533,60.3975835079097,144,,E,./0.png
6.50416932488653,60.3980647098108,145,,E,./0.png
6.50475233395606,60.3984920005473,146,,E,./0.png
6.50525295546388,60.3988466585642,147,,E,./0.png
6.50565295033613,60.3991370474532,148,,E,./0.png
6.50530274899794,60.3993451921673,149,,E,./0.png
6.50933413831347,60.405371572002,150,,E,./0.png
6.5098763566042,60.4057211857126,151,,E,./0.png
6.51056141526328,60.4057368999772,152,,E,./0.png
6.51110457593035,60.4057673664817,153,,E,./0.png
6.51133339265015,60.4062271720682,154,,E,./0.png
6.51177751404532,60.4068056088737,155,,E,./0.png
6.51104611776364,60.4068586696236,156,,E,./0.png
6.5120880862355,60.4077311727779,157,,E,./0.png
6.51163948829109,60.4077677609105,158,,E,./0.png
6.51276105729049,60.4089043269683,159,,E,./0.png
6.51321672575877,60.4091594623864,160,,E,./0.png
6.51270072791808,60.4094254604034,161,,E,./0.png
6.51284920956823,60.4097212295744,162,,E,./0.png
6.51364013011536,60.409376274779,163,,E,./0.png
6.51435996458649,60.4097059740862,164,,E,./0.png
6.5149228671501,60.4099398938421,165,,E,./0.png
6.51548710397758,60.4101564273434,166,,E,./0.png
6.51610727620312,60.4104088192782,167,,E,./0.png
6.51688363619298,60.4106902343534,168,,E,./0.png
6.51770905349886,60.4109246856137,169,,E,./0.png
6.52189115443651,60.4120122944023,170,,E,./0.png
6.52242992956358,60.4121789990533,171,,E,./0.png
6.52275727673307,60.4124259093352,172,,E,./0.png
6.52320558057562,60.4127795205798,173,,E,./0.png
6.52375727386649,60.4132395047231,174,,E,./0.png
6.52399453978591,60.4134368626213,175,,E,./0.png
6.52410751921456,60.4138799814551,176,,E,./0.png
6.5245944674414,60.4143431098418,177,,E,./0.png
6.52527042864285,60.414712551514,178,,E,./0.png
6.52604103574838,60.4150141138213,179,,E,./0.png
6.53556951673437,60.4165602872414,180,,E,./0.png
6.53647362079064,60.4167859197714,181,,E,./0.png
6.53611044856396,60.4169329752366,182,,E,./0.png
6.53558424873254,60.4171408437456,183,,E,./0.png
6.53749195902931,60.4172080536006,184,,E,./0.png
6.53800817169238,60.4175976847944,185,,E,./0.png
6.53850161609944,60.4179781886794,186,,E,./0.png
6.5390235965382,60.4179036958314,187,,E,./0.png
6.53926853719447,60.4176906164626,188,,E,./0.png
6.53859952886943,60.4182353231899,189,,E,./0.png
6.53822627557034,60.4182052117762,190,,E,./0.png
6.53750934482615,60.4180642930726,191,,E,./0.png
6.5368719231784,60.4181134333415,192,,E,./0.png
6.53623992061871,60.418168473686,193,,E,./0.png
6.53851344280261,60.4187530852121,194,,E,./0.png
6.53871414886108,60.4194357262749,195,,E,./0.png
6.53790249479241,60.419693454569,196,,E,./0.png
6.53727731552135,60.4195803442049,197,,E,./0.png
6.53875648227246,60.4197295516247,198,,E,./0.png
6.53935275587718,60.419914656153,199,,E,./0.png
6.53900250095135,60.421443031474,200,,E,./0.png
6.53954059161464,60.4216995947698,201,,E,./0.png
6.54037759253139,60.4215728878031,202,,E,./0.png
6.54119219235506,60.4215095930854,203,,E,./0.png
6.54203796505902,60.4215774322747,204,,E,./0.png
6.54285719459265,60.4217637340676,205,,E,./0.png
6.54378213509043,60.4219490791207,206,,E,./0.png
6.54341117586885,60.4225652468239,207,,E,./0.png
6.54323609734178,60.4227712080725,208,,E,./0.png
6.54419678936576,60.4229089553599,209,,E,./0.png
6.54478210973663,60.4231519564391,210,,E,./0.png
6.54550177387691,60.4233687183876,211,,E,./0.png
6.54496664880128,60.4236973801281,212,,E,./0.png
6.54619069558584,60.423316522875,213,,E,./0.png
6.54702855197369,60.4232565219811,214,,E,./0.png
6.54740110008883,60.4230631867943,215,,E,./0.png
6.54636810993261,60.4236099322547,216,,E,./0.png
6.54650355703173,60.4238372865768,217,,E,./0.png
6.54496664880128,60.4236973801281,218,,E,./0.png
6.54634517754726,60.4241477203034,219,,E,./0.png
6.54562013906,60.4242678245632,220,,E,./0.png
6.54591374218035,60.4248883331306,221,,E,./0.png
6.54492646408332,60.4245945029578,222,,E,./0.png
6.5443350301555,60.4248882463056,223,,E,./0.png
6.54496664880128,60.4236973801281,224,,E,./0.png
6.54550177387691,60.4233687183876,225,,E,./0.png
6.54600952442891,60.4263284463865,226,,E,./0.png
6.54682712737101,60.4260975393469,227,,E,./0.png
6.54682712737101,60.4260975393469,228,,E,./0.png
6.54910816200083,60.4262092689275,229,,E,./0.png
6.55006338691181,60.4265401955127,230,,E,./0.png
6.54762640915921,60.4258713615982,231,,E,./0.png
6.55101715591468,60.4267347224912,232,,E,./0.png
6.55153099134162,60.4268674794629,233,,E,./0.png
6.55189641819315,60.4273152095027,234,,E,./0.png
6.54853547312979,60.4257867295782,235,,E,./0.png
6.54762640915921,60.4258713615982,236,,E,./0.png
6.54762640915921,60.4258713615982,237,,E,./0.png
6.54762640915921,60.4258713615982,238,,E,./0.png
6.55240104365513,60.4276291309449,239,,E,./0.png
6.55314703986275,60.4280896533643,240,,E,./0.png
6.5525105163047,60.4283782522952,241,,E,./0.png
6.55269581523607,60.4287240220197,242,,E,./0.png
6.55177984647158,60.4287857976879,243,,E,./0.png
6.55405639124451,60.4284269607329,244,,E,./0.png
6.55508122974086,60.4286140585395,245,,E,./0.png
6.55535340622294,60.4288975883286,246,,E,./0.png
6.55208146754396,60.4283242634106,247,,E,./0.png
6.55577749652038,60.4289728331565,248,,E,./0.png
6.55576433659904,60.4293529558085,249,,E,./0.png
6.55827380979229,60.4322964613653,250,,E,./0.png
6.55899862445668,60.4325723219761,251,,E,./0.png
6.55979781299173,60.43287420281,252,,E,./0.png
6.56042397900108,60.4329785169946,253,,E,./0.png
6.56113156892674,60.4330930232206,254,,E,./0.png
6.56198202924732,60.4331811268711,255,,E,./0.png
6.56259713494864,60.4332765240819,256,,E,./0.png
6.56343479480348,60.4333788910226,257,,E,./0.png
6.561922108081,60.4338241373287,258,,E,./0.png
6.56243789743243,60.4342267145451,259,,E,./0.png
6.56308603871559,60.4345867395434,260,,E,./0.png
6.56378228334148,60.4348533460782,261,,E,./0.png
6.56452138118807,60.4346260469537,262,,E,./0.png
6.56512975111467,60.4343412280818,263,,E,./0.png
6.56571494455377,60.4346014423377,264,,E,./0.png
6.56627798648854,60.4347655036865,265,,E,./0.png
6.56710049214089,60.4348356549012,266,,E,./0.png
6.56632230836264,60.4349578044472,267,,E,./0.png
6.56782485344871,60.43488369939,268,,E,./0.png
6.56782485344871,60.43488369939,269,,E,./0.png
6.5685956847815,60.4349383908899,270,,E,./0.png
6.56933134309547,60.434992436082,271,,E,./0.png
6.55232096944628,60.4284792192352,272,,E,./0.png
6.56094857802252,60.4341424649403,273,,,./0.png
6.56155473761482,60.4339622159765,274,,,./0.png
